ID,nama_negara,nama,cabang_olahraga,jumlah_partisipasi_olimpiade,olimpiade_pertama,tahun_lahir
1861,canada,jacqueline simoneau,artistic swimming,3,rio 2016,1996
1862,united states of america,jacquelyn young,3x3 basketball,1,tokyo 2020,1997
1863,new zealand,jacqui hand,football,1,paris 2024,1999
1864,australia,jacqui swick,rowing,1,paris 2024,2002
1865,brazil,jade barbosa,artistic gymnastics,3,beijing 2008,1991
1866,united states of america,jade carey,artistic gymnastics,2,tokyo 2020,2000
1867,australia,jade melbourne,basketball,1,paris 2024,2002
1868,canada,jade rose,football,1,paris 2024,2003
1869,great britain,jade shekells,rugby sevens,1,paris 2024,1996
1870,trinidad and tobago,jaden marchan,athletics,1,paris 2024,2006
1871,brazil,jadson erick soares lima,athletics,1,paris 2024,2003
1872,united states of america,jaedyn shaw,football,1,paris 2024,2004
1873,republic of korea,jaehoon yang,swimming,1,paris 2024,1998
1874,spain,jael bestue,athletics,2,tokyo 2020,2000
1875,united states of america,jaime czarkowski,artistic swimming,1,paris 2024,2003
1876,spain,jaime pradilla,basketball,1,paris 2024,2001
1877,australia,jake harvie,hockey,1,paris 2024,1998
1878,great britain,jake jarman,artistic gymnastics,1,paris 2024,2001
1879,new zealand,jake smith,hockey,2,tokyo 2020,1991
1880,czechia,jakub jurka,fencing,2,tokyo 2020,1999
1881,poland,jakub kochanowski,volleyball,2,tokyo 2020,1997
1882,poland,jakub majerski,swimming,2,tokyo 2020,2000
1883,canada,jamal murray,basketball,1,paris 2024,1997
1884,great britain,james albery,hockey,1,paris 2024,1995
1885,great britain,james guy,swimming,3,rio 2016,1995
1886,canada,james hedgcock,cycling track,1,paris 2024,2001
1887,uruguay,james mc cubbin,rugby sevens,1,paris 2024,1998
1888,argentina,james parker,handball,1,paris 2024,1994
1889,great britain,james rudkin,rowing,2,tokyo 2020,1994
1890,australia,james turner,rugby sevens,1,paris 2024,1998
1891,great britain,james wilby,swimming,2,tokyo 2020,1993
1892,sweden,jamina roberts,handball,4,london 2012,1990
1893,netherlands,jan driessen,3x3 basketball,1,paris 2024,1996
1894,switzerland,jan jonah plock,rowing,1,paris 2024,1998
1895,poland,jan jurkiewicz,fencing,1,paris 2024,2000
1896,poland,jan kalusowski,swimming,1,paris 2024,2000
1897,poland,jan kaminski,equestrian,1,tokyo 2020,1992
1898,slovenia,jan kozamernik,volleyball,1,paris 2024,1995
1899,argentina,jan martinez franchi,volleyball,1,paris 2024,1998
1900,norway,jan oscar stabe helvig,rowing,2,tokyo 2020,1995
1901,netherlands,jan van der bij,rowing,2,tokyo 2020,1991
1902,germany,jana wargers,equestrian,1,paris 2024,1991
1903,thailand,janakabhorn karunayadhaj,equestrian,1,paris 2024,1997
1904,australia,jane claxton,hockey,3,rio 2016,1992
1905,france,janelle salaun,basketball,1,paris 2024,2001
1906,slovenia,jani kovacic,volleyball,1,paris 2024,1992
1907,belgium,janie de naeyer,athletics,1,paris 2024,2001
1908,germany,janina minge,football,1,paris 2024,1999
1909,canada,janine beckie,football,3,rio 2016,1994
1910,slovenia,janja segel,swimming,2,rio 2016,2001
1911,netherlands,janna van kooten,swimming,1,paris 2024,2004
1912,netherlands,janneke boonzaaijer,equestrian,2,tokyo 2020,1996
1913,germany,jannik kohlbacher,handball,2,tokyo 2020,1995
1914,great britain,jasmine joyce,rugby sevens,3,rio 2016,1995
1915,uzbekistan,jasurbek jaloliddinov,football,1,paris 2024,2002
1916,canada,javier acevedo,swimming,3,rio 2016,1998
1917,spain,javier rodriguez,handball,1,paris 2024,2002
1918,bahamas,javonya valcourt,athletics,1,paris 2024,2004
1919,new zealand,jay herdman,football,1,paris 2024,2004
1920,canada,jayde riviere,football,2,tokyo 2020,2001
1921,australia,jayden brown,equestrian,1,paris 2024,1988
1922,united states of america,jayson tatum,basketball,2,tokyo 2020,1998
1923,new zealand,jazmin felix-hotham,rugby sevens,1,paris 2024,2000
1924,republic of korea,je deok kim,archery,2,tokyo 2020,2004
1925,france,jean-charles valladont,archery,4,beijing 2008,1989
1926,australia,jean mitchell,rowing,1,paris 2024,1999
1927,france,jean pascal barraque,rugby sevens,1,paris 2024,1991
1928,france,jean patry,volleyball,2,tokyo 2020,1996
1929,germany,jean paul bredau,athletics,2,tokyo 2020,1999
1930,germany,jean-paul danneberg,hockey,1,paris 2024,2002
1931,france,jean-philippe mateta,football,1,paris 2024,1997
1932,france,jean-philippe patrice,fencing,1,paris 2024,1997
1933,france,jeff erius,athletics,1,paris 2024,2004
1934,france,jefferson-lee joseph,rugby sevens,1,paris 2024,2002
1935,netherlands,jeffrey hoogland,cycling track,3,rio 2016,1993
1936,united states of america,jeffrey jendryk ii,volleyball,1,paris 2024,1995
1937,jamaica,jehlani gordon,athletics,1,paris 2024,2003
1938,jamaica,jelani walker,athletics,1,paris 2024,1998
1939,netherlands,jelle snippe,judo,1,paris 2024,1998
1940,australia,jemima montag,athletics,2,tokyo 2020,1998
1941,france,jenia grebennikov,volleyball,3,rio 2016,1990
1942,united states of america,jenna michelle flynn,water polo,1,paris 2024,2004
1943,united states of america,jenna nighswonger,football,1,paris 2024,2000
1944,australia,jenna strauch,swimming,2,tokyo 2020,1997
1945,nigeria,jennifer echegini,football,1,paris 2024,2001
1946,spain,jennifer hermoso,football,1,paris 2024,1990
1947,spain,jennifer maria gutierrez bermejo,handball,2,tokyo 2020,1995
1948,united states of america,jennifer mucino-fernandez,archery,2,tokyo 2020,2002
1949,united states of america,jennifer valente,cycling track,3,rio 2016,1994
1950,germany,jenny behrend,handball,1,paris 2024,1996
1951,sweden,jenny carlson,handball,2,tokyo 2020,1995
1952,trinidad and tobago,jereem richards,athletics,2,tokyo 2020,1994
1953,fiji,jeremaia matana,rugby sevens,1,paris 2024,1998
1954,great britain,jeremiah azu,athletics,1,paris 2024,2001
1955,canada,jeremy bagshaw,swimming,1,paris 2024,1992
1956,switzerland,jeremy desplanches,swimming,3,rio 2016,1994
1957,ireland,jeremy duncan,hockey,1,paris 2024,1994
1958,australia,jeremy hayward,hockey,3,rio 2016,1993
1959,canada,jeremy hazin,table tennis,2,tokyo 2020,2000
1960,croatia,jerko marinic kragic,water polo,1,paris 2024,1991
1961,netherlands,jermain gruenberg,artistic gymnastics,1,paris 2024,2000
1962,canada,jerome blake,athletics,2,tokyo 2020,1995
1963,belgium,jerome guery,equestrian,3,rio 2016,1980
1964,fiji,jerry tuwai,rugby sevens,3,rio 2016,1989
1965,new zealand,jesse randall,football,1,paris 2024,2002
1966,canada,jessica gaudreault,water polo,1,paris 2024,1994
1967,canada,jessica phoenix,equestrian,4,london 2012,1983
1968,brazil,jessica quintino,handball,3,london 2012,1991
1969,great britain,jessica roberts,cycling track,1,paris 2024,1999
1970,mexico,jessica salazar valles,cycling track,1,paris 2024,1995
1971,canada,jessica sevick,rowing,2,tokyo 2020,1989
1972,mexico,jessica sobrino mizrahi,artistic swimming,1,paris 2024,1994
1973,germany,jessica von bredow-werndl,equestrian,2,tokyo 2020,1986
1974,australia,jessica weintraub,rhythmic gymnastics,1,paris 2024,2007
1975,canada,jessica zi jia guo,fencing,2,tokyo 2020,2005
1976,canada,jessie fleming,football,3,rio 2016,1998
1977,côte d'ivoire,jessika gbai,athletics,1,paris 2024,1998
1978,venezuela,jesus limardo,fencing,1,paris 2024,1996
1979,germany,jette louisa fleschutz,hockey,2,tokyo 2020,2002
1980,united states of america,jewel roemer,water polo,1,paris 2024,2002
1981,united states of america,jewell loyd,basketball,2,tokyo 2020,1993
1982,brazil,jheniffer,football,1,paris 2024,2001
1983,brazil,jhennifer lopes,handball,1,paris 2024,2000
1984,france,jia nan yuan,table tennis,2,tokyo 2020,1985
1985,people's republic of china,jiajun sun,swimming,2,tokyo 2020,2000
1986,people's republic of china,jiaman li,archery,1,paris 2024,1997
1987,people's republic of china,jiangxin he,hockey,1,paris 2024,1997
1988,people's republic of china,jiao ye,hockey,1,paris 2024,1994
1989,people's republic of china,jiapeng chen,athletics,1,paris 2024,2002
1990,people's republic of china,jiaqi zhong,hockey,2,tokyo 2020,1999
1991,people's republic of china,jiaren zhao,3x3 basketball,1,paris 2024,1999
1992,people's republic of china,jiayu xu,swimming,4,london 2012,1995
1993,people's republic of china,jiayu yang,athletics,2,tokyo 2020,1996
1994,people's republic of china,jie xu,fencing,1,paris 2024,2002
1995,republic of korea,jihee jeon,table tennis,3,rio 2016,1992
1996,republic of korea,jihun kim,swimming,1,paris 2024,2000
1997,canada,jill irving,equestrian,1,paris 2024,1963
1998,sweden,jim gottfridsson,handball,3,rio 2016,1992
1999,united states of america,jimmer fredette,3x3 basketball,1,paris 2024,1989
2000,japan,jin watanabe,handball,2,tokyo 2020,1990
2001,dominican republic,jineiry martinez,volleyball,2,tokyo 2020,1997
2002,singapore,jing wen quah,swimming,1,paris 2024,2000
2003,people's republic of china,jing yan,water polo,1,paris 2024,1997
2004,people's republic of china,jing zhang,water polo,3,rio 2016,1996
2005,people's republic of china,jingyuan zou,artistic gymnastics,2,tokyo 2020,1998
2006,republic of korea,jinhui jeong,handball,2,tokyo 2020,1999
2007,republic of korea,jinmi shin,handball,1,paris 2024,1998
2008,thailand,jinnipa sawettabut,table tennis,1,paris 2024,2000
2009,people's republic of china,jinzhuang tan,hockey,1,paris 2024,2003
2010,netherlands,jip janssen,hockey,2,tokyo 2020,1997
2011,czechia,jiri beran,fencing,2,rio 2016,1982
2012,republic of korea,jisu kim,judo,2,tokyo 2020,2000
2013,republic of korea,jisu yoon,fencing,3,rio 2016,1993
2014,republic of korea,jiyeon jeon,handball,1,paris 2024,2003
2015,republic of korea,jiyoung song,handball,1,paris 2024,1996
2016,people's republic of china,jiyuan wan,3x3 basketball,2,tokyo 2020,2002
2017,france,joan-benjamin gaba,judo,1,paris 2024,2001
2018,spain,joan garcia,football,1,paris 2024,2001
2019,mexico,joana betzabe jimenez garcia,artistic swimming,2,tokyo 2020,1993
2020,france,joanna grisez,rugby sevens,1,paris 2024,1996
2021,finland,joanna robinson,equestrian,1,paris 2024,1989
2022,poland,joanna wolosz,volleyball,1,paris 2024,1990
2023,netherlands,joanne van lieshout,judo,1,paris 2024,2002
2024,brazil,joao cardoso,basketball,1,paris 2024,2000
2025,portugal,joao geraldo,table tennis,2,tokyo 2020,1995
2026,portugal,joao pedro moreira,equestrian,1,paris 2024,1985
2027,dominican republic,joao urbaez,football,1,paris 2024,2002
2028,brazil,joao victor marcari oliva,equestrian,3,rio 2016,1996
2029,argentina,joaquin garcia,football,1,paris 2024,2001
2030,unknown,joaquin menini,hockey,2,rio 2016,1991
2031,argentina,joaquin pellandini,rugby sevens,1,paris 2024,1999
2032,australia,jocelyn bartram,hockey,1,paris 2024,1993
2033,australia,jock landale,basketball,2,tokyo 2020,1995
2034,new zealand,joe bell,football,2,tokyo 2020,1999
2035,great britain,joe fraser,artistic gymnastics,2,tokyo 2020,1998
2036,australia,joe ingles,basketball,5,beijing 2008,1987
2037,great britain,joe litchfield,swimming,1,tokyo 2020,1998
2038,new zealand,joe webber,rugby sevens,3,rio 2016,1993
2039,japan,joel chima fujita,football,1,paris 2024,2002
2040,united states of america,joel embiid,basketball,1,paris 2024,1994
2041,spain,joel plata,artistic gymnastics,2,tokyo 2020,1998
2042,switzerland,joel schuerch,rowing,2,tokyo 2020,1994
2043,netherlands,joep paul eric de mol,hockey,2,tokyo 2020,1995
2044,estonia,johann poolak,rowing,1,paris 2024,1997
2045,sweden,johanna bundsen,handball,3,rio 2016,1991
2046,germany,johanna maria stockschlaeder,handball,1,paris 2024,1995
2047,germany,johannes golla,handball,2,tokyo 2020,1997
2048,germany,johannes grosse,hockey,2,tokyo 2020,1997
2049,germany,johannes thiemann,basketball,2,tokyo 2020,1994
2050,germany,johannes tille,volleyball,1,paris 2024,1997
2051,germany,johannes voigtmann,basketball,2,tokyo 2020,1992
2052,egypt,johara eldeeb,rhythmic gymnastics,1,paris 2024,2007
2053,australia,john hedges,water polo,1,paris 2024,1999
2054,belgium,john-john dohmen,hockey,5,beijing 2008,1988
2055,ireland,john mckee,hockey,1,paris 2024,1996
2056,kenya,john okeyo,rugby sevens,1,paris 2024,2000
2057,liberia,john sherman,athletics,1,paris 2024,2004
2058,united states of america,john tolkin,football,1,paris 2024,2002
2059,united states of america,johnny hooper,water polo,2,tokyo 2020,1997
2060,fiji,joji nasova,rugby sevens,1,paris 2024,2000
2061,netherlands,jolien knollema,volleyball,1,paris 2024,2003
2062,spain,jon pacheco,football,1,paris 2024,2001
2063,netherlands,jonas de geus,hockey,2,tokyo 2020,1998
2064,norway,jonas slettemark juel,rowing,1,paris 2024,1999
2065,germany,jonas wiesen,rowing,1,paris 2024,1996
2066,sweden,jonathan carlsbogard,handball,2,tokyo 2020,1995
2067,sweden,jonathan edvardsson,handball,1,paris 2024,1997
2068,denmark,jonathan groth,table tennis,3,rio 2016,1992
2069,ireland,jonathan lynch,hockey,1,paris 2024,2001
2070,italy,jonathan milan,cycling track,2,tokyo 2020,2000
2071,belgium,jonathan sacoor,athletics,2,tokyo 2020,1999
2072,new zealand,jonelle price,equestrian,4,london 2012,1980
2073,republic of korea,jonghoon lim,table tennis,1,paris 2024,1997
2074,canada,jonnie newman,artistic swimming,1,paris 2024,2006
2075,republic of korea,joonhwan lee,judo,1,paris 2024,2002
2076,netherlands,joosje burg,hockey,1,paris 2024,1997
2077,united states of america,jordan chiles,artistic gymnastics,2,tokyo 2020,2001
2078,ireland,jordan conroy,rugby sevens,2,tokyo 2020,1994
2079,puerto rico,jordan howard,basketball,1,paris 2024,1996
2080,united states of america,jordan larson,volleyball,4,london 2012,1986
2081,united states of america,jordan raney,water polo,1,paris 2024,1996
2082,france,jordan sepho,rugby sevens,1,paris 2024,1998
2083,united states of america,jordan thompson,volleyball,2,tokyo 2020,1997
2084,spain,jordi bonastre,hockey,1,paris 2024,2000
2085,canada,jordyn huitema,football,2,tokyo 2020,2001
2086,united states of america,jordyn poulter,volleyball,2,tokyo 2020,1997
2087,colombia,jorelyn carabali,football,1,paris 2024,1997
2088,colombia,jorge enriquez,archery,1,paris 2024,1999
2089,spain,jorge maqueda peno,handball,3,london 2012,1988
2090,france,joris chotard,football,1,paris 2024,2001
2091,new zealand,jorja miller,rugby sevens,1,paris 2024,2004
2092,netherlands,jorrit croon,hockey,3,rio 2016,1998
2093,puerto rico,jose alvarado,basketball,1,paris 2024,1998
2094,dominican republic,jose de leon,football,1,paris 2024,2004
2095,spain,jose maria basterra,hockey,2,tokyo 2020,1997
2096,argentina,jose maria larocca,equestrian,5,beijing 2008,1969
2097,iraq,josef al imam,football,1,paris 2024,2004
2098,norway,josefine tomine eriksen,athletics,1,paris 2024,2000
2099,liberia,joseph fahnbulleh,athletics,2,tokyo 2020,2001
2100,new zealand,joseph morrison,hockey,1,paris 2024,2001
2101,ghana,joseph paul amoah,athletics,2,tokyo 2020,1997
2102,great britain,joseph stockdale,equestrian,1,paris 2024,1999
2103,fiji,joseva talacolo,rugby sevens,1,paris 2024,1997
2104,australia,josh giddey,basketball,1,paris 2024,2002
2105,australia,josh green,basketball,2,tokyo 2020,2000
2106,germany,josha salchow,swimming,1,paris 2024,1999
2107,australia,joshua azzopardi,athletics,1,paris 2024,1999
2108,australia,joshua beltz,hockey,2,tokyo 2020,1995
2109,germany,joshua hartmann,athletics,2,tokyo 2020,1999
2110,japan,joshua hawkinson,basketball,1,paris 2024,1995
2111,canada,joshua liendo edwards,swimming,2,tokyo 2020,2002
2112,australia,joshua yong,swimming,1,paris 2024,2001
2113,great britain,josie knight,cycling track,2,tokyo 2020,1997
2114,croatia,josip sarac,handball,1,paris 2024,1998
2115,unknown,josip vrlic,water polo,3,rio 2016,1986
2116,japan,josua kerevi,rugby sevens,1,paris 2024,1992
2117,dominican republic,josue baez,football,1,paris 2024,2002
2118,montenegro,jovan vujovic,water polo,1,paris 2024,2003
2119,serbia,jovana nogic,basketball,1,n/a,1997
2120,united states of america,jovana sekulic,water polo,1,paris 2024,2002
2121,serbia,jovana stevanovic,volleyball,2,rio 2016,1992
2122,united states of america,jrue holiday,basketball,2,tokyo 2020,1990
2123,south sudan,jt thor,basketball,1,paris 2024,2002
2124,spain,juan antonio jimenez cobo,equestrian,3,sydney 2000,1959
2125,argentina,juan catan,hockey,1,paris 2024,1995
2126,uruguay,juan gonzalez,rugby sevens,1,paris 2024,2003
2127,argentina,juan manuel bar,handball,2,tokyo 2020,1987
2128,uruguay,juan manuel tafernaberry,rugby sevens,1,paris 2024,2002
2129,spain,juan miranda,football,2,tokyo 2020,2000
2130,spain,juana camilion,3x3 basketball,1,paris 2024,1999
2131,argentina,juana castellaro morello,hockey,1,paris 2024,2005
2132,spain,juancho hernangomez,basketball,1,paris 2024,1995
2133,spain,judith forca ariza,water polo,3,rio 2016,1996
2134,netherlands,judith van der helm,handball,1,paris 2024,2005
2135,belgium,judith vandermeiren,hockey,2,london 2012,1994
2136,republic of korea,juho lee,swimming,2,tokyo 2020,1995
2137,germany,jule brand,football,1,paris 2024,2002
2138,germany,jule hake,canoe sprint,2,tokyo 2020,1999
2139,france,jules rambaut,3x3 basketball,1,paris 2024,1998
2140,germany,julia behnke,handball,1,paris 2024,1993
2141,brazil,júlia bergmann,volleyball,1,paris 2024,2001
2142,canada,julia grosso,football,2,tokyo 2020,2000
2143,mexico,julia gutierrez,rhythmic gymnastics,1,paris 2024,2007
2144,austria,julia hauser,triathlon,3,rio 2016,1994
2145,germany,julia krajewski,equestrian,3,rio 2016,1988
2146,germany,julia maidhof,handball,1,paris 2024,1998
2147,poland,julia maik,swimming,1,paris 2024,2003
2148,germany,julia mrozinski,swimming,1,paris 2024,2000
2149,switzerland,julia niederberger,athletics,1,paris 2024,2000
2150,brazil,julia soares,artistic gymnastics,1,paris 2024,2005
2151,spain,julia strappato,hockey,1,paris 2024,2000
2152,poland,julia walczyk-klimaszyk,fencing,1,paris 2024,1997
2153,argentina,julian alvarez,football,1,paris 2024,2000
2154,germany,julian koester,handball,1,paris 2024,2000
2155,germany,julian wagner,athletics,1,paris 2024,1998
2156,germany,julian zenger,volleyball,1,paris 2024,1997
2157,angola,juliana jose machado,handball,3,rio 2016,1994
2158,kenya,juliana namutira,volleyball,1,paris 2024,1999
2159,netherlands,julie beurskens,judo,1,paris 2024,2004
2160,canada,julie brousseau,swimming,1,paris 2024,2006
2161,switzerland,julie derron,triathlon,1,paris 2024,1996
2162,denmark,julie kepp jensen,swimming,3,rio 2016,2000
2163,denmark,julie poulsen,rowing,1,paris 2024,1996
2164,belgium,julie vanloo,basketball,2,tokyo 2020,1993
2165,france,julien epaillard,equestrian,1,paris 2024,1977
2166,france,julien mertine,fencing,2,tokyo 2020,1988
2167,netherlands,juliet lohuis,volleyball,1,paris 2024,1996
2168,argentina,julieta jankunas,hockey,2,tokyo 2020,1999
